"","ERR1797969","ERR1797970","ERR1797971","ERR1797972","ERR1797973","ERR1797974"
"PHJJKLOP_00946",537.104594161409,464.134831303775,469.349846023254,1489.32498595088,1339.96112821299,1288.2113573957
"PHJJKLOP_00947",90.0949641819137,115.53994736711,104.537011159725,58.2621021398875,50.7355126301066,58.4649769894972
"PHJJKLOP_00948",150.158273636523,118.502510120113,119.470869896828,84.6621171720241,81.5392167269571,72.3380223768356
"PHJJKLOP_00949",614.493858266386,635.963470977939,621.888545980812,1330.92489575806,1487.63770961848,1498.28890183254
"PHJJKLOP_00950",664.161594930774,634.975950060271,624.021954371827,4019.1747023063,4050.68708873584,4364.06370613128
"PHJJKLOP_00951",203.291201230985,157.015825909149,214.407543296987,221.213919062385,237.369719805142,247.732953345327
"PHJJKLOP_00952",169.794355573607,230.092373816552,196.273571973361,614.483108506626,596.142273403753,461.77422503569
"PHJJKLOP_00953",1431.1238541204,1420.05507960602,1308.84604788758,505.241666994337,494.67124814354,491.502179437129
"PHJJKLOP_00954",2157.6588857925,2309.81142642453,2104.60737773609,825.683228763719,877.905566760238,801.663837025479
"PHJJKLOP_00955",1655.20620093182,1531.64494330246,1613.92344780269,461.545090389422,496.483230737472,457.810497782165
"PHJJKLOP_00956",1230.14278017613,1127.74888797641,1236.31016259307,300.413964158795,278.13932816862,259.624135105903
"PHJJKLOP_00957",369.620365874518,334.769591089319,359.479313885993,199.365630759928,214.719937380987,197.19543086288
"PHJJKLOP_00958",113.196237049071,108.627300943437,71.4691810989955,49.1586486805301,40.7696083634785,34.6826134683458
"PHJJKLOP_00959",15.0158273636523,12.8377719296789,13.8671545415962,10.9241441512289,6.34193907876333,13.8730453873383
"PHJJKLOP_00960",1237.07316203628,1205.76304047215,1213.90937448742,2081.04946080911,2028.5145139073,1860.9699455301
"PHJJKLOP_00961",738.085668105678,764.341190274728,791.494513066488,642.703814230634,612.450116749144,707.525314754255
"PHJJKLOP_00962",83.1645823217665,85.9143198370818,77.8694062720399,49.1586486805301,67.9493472724643,65.4014996831664
"PHJJKLOP_00963",137.452573559586,112.577384614107,147.205178980021,112.882822896032,141.334642326726,123.866476672664
"PHJJKLOP_00964",69.3038186014721,78.0141524957409,80.0028146630547,91.94487993951,93.3171035875176,86.2110677641739
"PHJJKLOP_00965",423.908357112338,449.322017538761,461.882916654703,307.696726926281,295.353162810978,298.270475827774
"PHJJKLOP_00966",2431.40896926831,2398.68830901462,2388.35069374106,1309.98695280153,1408.81646678243,1382.34987966693
"PHJJKLOP_00967",1150.44338878444,977.64570849093,958.967071761149,543.476171523638,444.841726810399,518.257338398425
"PHJJKLOP_00968",458.560266413074,411.796222667392,373.346468427589,266.731186359173,220.155885162784,270.524385053097
"PHJJKLOP_00969",1947.43730270137,1917.76562211049,1943.53504421448,954.041922540658,873.375610275407,842.292041374113
"PHJJKLOP_00970",1967.07338463845,2029.35548580693,1956.33549456056,1038.70403971268,1078.12964338977,997.868336074978
"PHJJKLOP_00971",2001.72529393919,1949.36629147586,1943.53504421448,1065.10405474482,902.367331778325,1047.41492674404
"PHJJKLOP_00972",481.661539280231,519.436002693161,596.287645288635,604.469309701333,768.280619827329,570.776724507634
"PHJJKLOP_00973",1264.79468947687,1193.91278946014,1362.18125766295,582.621021398875,603.390203779482,524.202929278712
"PHJJKLOP_00974",699.968567874868,608.312885283246,656.023080237049,176.606997111534,199.318085332562,156.567226514247
"PHJJKLOP_00975",77.3892641049772,72.0890269897353,81.0695188585621,416.93816843857,400.448153259056,451.864906901877
"PHJJKLOP_00976",503.60774850403,521.411044528496,536.55221034022,166.593198306241,187.540198472001,186.295180915686
"PHJJKLOP_00977",736.93060446232,699.164809708665,692.2910228843,426.951967243863,452.089657186129,441.955588768064
"PHJJKLOP_00978",34.651909300736,47.4010040480451,37.3346468427589,124.717312393197,125.026798981334,108.011567658563
"PHJJKLOP_00979",0,1.97504183533521,0,4.55172672967871,1.81198259393238,0.990931813381309
"PHJJKLOP_00980",3.4651909300736,1.97504183533521,3.20011258652219,0.910345345935743,1.81198259393238,2.97279544014393
"PHJJKLOP_00981",176.724737433754,158.990867744485,178.139600649735,323.172597807189,284.481267247384,311.152589401731
"PHJJKLOP_00982",903.259769105853,894.693951406852,813.895301172143,1360.96629217394,1466.79990978826,1406.13224318808
"PHJJKLOP_00983",7331.18894439239,7612.79875429958,8002.41487469649,10415.2611028508,10472.3534016322,10696.1179936378
"PHJJKLOP_00984",359.224793084297,350.569925772,379.746693600633,9831.72973610602,10031.1356400097,9886.52670210532
"PHJJKLOP_00985",189.43043751069,203.429309039527,189.873346800317,3324.58120335733,3268.81659945401,3517.80793750365
"PHJJKLOP_00986",40.4272275175254,48.3885249657127,43.7348720158032,362.317447682426,366.020483974341,341.871475616552
"PHJJKLOP_00987",33.4968456573782,42.4633994597071,23.4674923011627,335.007087304353,273.609371683789,268.542521426335
"PHJJKLOP_00988",763.497068259551,721.87779081502,789.361104675473,2355.06340993577,2539.49360539623,2678.48869156968
"PHJJKLOP_00989",220.617155881353,222.192206475211,195.206867777854,339.558814034032,430.34586605894,406.282043486337
"PHJJKLOP_00990",64.6835640280406,32.588190283031,45.868280406818,61.9034835236305,62.5133994906671,57.4740451761159
"PHJJKLOP_00991",264.509574328952,271.568252358592,291.210245373519,240.331171327036,217.437911271886,225.932453450938
"PHJJKLOP_00992",836.266077791096,825.567487170119,908.831974572302,479.751997308136,460.243578858824,424.1188161272
"PHJJKLOP_00993",75.0791368182614,93.8144871784226,84.2696314450843,84.6621171720241,83.3511993208895,87.2019995775552
"PHJJKLOP_00994",4196.34621631913,4031.06038591917,4079.07684362028,2161.15985125145,2347.4234504394,2303.91646611154
"PHJJKLOP_00995",164.019037356817,160.96590957982,172.806079672198,142.013873965976,151.300546593354,145.666976567052
"PHJJKLOP_00996",597.167903616018,567.824527658874,560.019702641383,429.683003281671,399.54216196209,403.309248046193
"PHJJKLOP_00997",91.2500278252716,82.9517570840789,78.9361104675473,70.0965916370522,70.6673211633628,84.2292041374113
"PHJJKLOP_00998",64.6835640280406,63.2013387307268,52.2685055798624,163.862162268434,170.326363829644,160.530953767772
"PHJJKLOP_00999",1287.89596234402,1317.35290416859,1330.18013179772,374.15193717959,425.815909574109,447.901179648352
"PHJJKLOP_01000",232.167792314931,302.181400806288,305.077399915115,712.800405867687,745.630837403174,748.153519102888
"PHJJKLOP_01001",87.784836895198,108.627300943437,88.5364482271139,1689.60096205674,1672.45993419959,1871.87019547729
"PHJJKLOP_01002",287.610847196109,258.730480428913,282.67661180946,2891.25681869192,2793.17116854676,2934.14909942206
"PHJJKLOP_01003",92.4050914686295,79.9891943310761,81.0695188585621,94.6759159773172,95.1290861814499,102.065976778275
"PHJJKLOP_01004",43.892418447599,67.1514224013972,67.202364316966,71.0069369829879,91.5051209935852,81.2564086972673
"PHJJKLOP_01005",147.848146349807,126.402677461454,133.338024438425,143.834564657847,173.044337720542,176.385862781873
"PHJJKLOP_01006",250.648810608657,208.366913627865,228.274697838583,278.565675856337,308.037040968505,317.098180282019
"PHJJKLOP_01007",168.639291930249,155.040784073814,153.605404153065,176.606997111534,184.822224581103,170.440271901585
"PHJJKLOP_01008",3245.72883783561,3015.88888255687,3145.71067255131,2552.60835000382,2457.04839737231,2451.56530630536
"PHJJKLOP_01009",382.326065951454,401.921013490716,385.08021457817,253.986351516072,238.275711102108,275.479044120004
"PHJJKLOP_01010",1819.22523828864,1849.62667879143,1826.19758270866,884.855676249542,833.511993208895,827.428064173393
"PHJJKLOP_01011",172.104482860322,173.803681509499,208.007318123942,767.421126623831,761.938680748566,719.41649651483
"PHJJKLOP_01012",21.9462092237995,21.7254601886873,19.2006755191331,225.765645792064,221.967867756717,221.968726197413
"PHJJKLOP_01013",356.914665797581,434.509203773747,331.7450048028,396.910570827984,420.379961792312,475.647270423028
"PHJJKLOP_01014",489.746984783736,494.747979751471,522.685055798624,573.517567939518,558.996630228139,621.314246990081
"PHJJKLOP_01015",1248.62379846986,1316.36538325092,1344.04728633932,1821.60103721742,1974.15503608933,1917.45305889283
"PHJJKLOP_01016",765.807195546266,775.203920369071,746.692936855177,1261.73864946694,1111.65132137752,1134.6169263216
"PHJJKLOP_01017",2054.85822153365,2166.62089336273,2071.53954767536,1076.93854424198,1181.41265124391,1095.97058559973
"PHJJKLOP_01018",154.778528209954,150.103179485476,137.604841220454,1133.37995569,1067.25774782617,1213.8914713921
"PHJJKLOP_01019",458.560266413074,550.049151140857,599.487757875157,2500.71866528549,2650.93053492307,2699.29825965069
"PHJJKLOP_01020",2176.13990408622,2420.4137692033,2426.75204477933,6491.67266186778,6290.29757483626,6035.76567530555
"PHJJKLOP_01021",299.161483629688,295.268754382614,309.344216697145,571.696877247647,596.142273403753,593.568156215404
"PHJJKLOP_01022",17342.125541375,16691.0785504179,16879.527189709,8085.68736260127,8203.75119402885,8240.58896007897
"PHJJKLOP_01023",143.227891776376,143.190533061803,205.873909732928,21.8482883024578,27.1797389089857,18.8277044542449
"PHJJKLOP_01024",586.772330825797,516.473439940158,680.557276733719,30.9517417618153,51.6415039270728,42.6100679753963
"PHJJKLOP_01025",3282.69087442306,2920.09935354311,3728.13116329835,1202.56620198112,1294.66156336469,1104.88897192016
"PHJJKLOP_01026",753.10149546933,770.266315780733,776.560654329385,1815.22861979587,1813.79457652631,1811.42335486103
"PHJJKLOP_01027",236.788046888363,267.618168687921,278.40979502743,469.738198502843,490.141291658709,554.921815493533
"PHJJKLOP_01028",92.4050914686295,100.727133602096,110.937236332769,162.951816922498,180.292268096272,187.286112729067
"PHJJKLOP_01029",822.405314070802,807.792110652102,774.42724593837,1035.97300367488,1002.93236574157,1012.7323132757
"PHJJKLOP_01030",704.5888224483,729.777958156361,708.291585816911,4876.72001817777,4818.96770856316,4611.79665947661
"PHJJKLOP_01031",660.696404000701,685.339516861319,654.956376041541,381.434699947076,441.217761622535,368.626634577847
"PHJJKLOP_01032",82.0095186784086,103.689696355099,104.537011159725,375.972627871462,318.002945235133,318.0891120954
"PHJJKLOP_01033",300.316547273046,246.880229416902,289.076836982504,1017.76609675616,702.143255148797,851.210427694544
"PHJJKLOP_01034",564.826121601997,558.936839399865,589.88742011559,1332.74558644993,924.111122905514,1239.65569854002
"PHJJKLOP_01035",239.098174175079,210.3419554632,231.474810425105,400.551952211727,266.36144130806,326.016566602451
"PHJJKLOP_01036",3124.44715528303,2763.08352763396,3243.84745853799,4587.23019817021,2848.4366376617,3750.67691364825
"PHJJKLOP_01037",294.541229056256,223.179727392879,292.276949569027,789.269414926289,526.380943537356,676.806428539434
"PHJJKLOP_01038",918.275596469505,950.982643713905,916.298903940854,3997.32641400385,3667.45277011914,4001.38266243373
"PHJJKLOP_01039",654.921085783911,832.480133593792,801.094850826055,1042.34542109643,1188.66058161964,1087.0521992793
"PHJJKLOP_01040",3102.50094605923,2948.73746015547,2867.30087752388,2928.58097787528,2874.71038527372,2841.99244077759
"PHJJKLOP_01041",2816.04516250648,2645.56853843152,2577.15733634587,256.717387553879,226.497824241548,212.0594080636
"PHJJKLOP_01042",1074.20918832282,1085.2854885167,1141.37348919291,79.2000450964096,97.8470600723485,106.0297040318
"PHJJKLOP_01043",1915.09552068735,1983.92952359422,1827.26428690417,143.834564657847,153.112529187286,155.576294700866
"PHJJKLOP_01044",4716.12485583017,4545.55878402399,4623.09598332906,8314.18404443114,8548.027886876,8458.59395902285
"PHJJKLOP_01045",2565.39635189782,2294.01109174185,2595.2913076695,8591.83937494154,9526.49848759949,9337.55047749207
"PHJJKLOP_01046",2020.20631223291,1979.97943992355,2050.20546376522,6233.13458362203,7596.7370250615,7012.82444329952
"PHJJKLOP_01047",4549.79569118664,4834.9024129006,4487.62455049962,9701.55035163721,10727.8429473767,10508.8318809088
"PHJJKLOP_01048",6677.42292225184,6589.72708359594,7325.05771054929,647.255540960313,579.834430058362,557.894610933677
"PHJJKLOP_01049",5168.90980402646,4632.46062477874,5148.9811517142,566.234805172032,524.568960943424,520.239202025187
"PHJJKLOP_01050",3527.56436681493,3183.76743856036,3833.73487865358,516.165811145566,495.577239440506,518.257338398425
"PHJJKLOP_01051",2743.27615297494,2351.28730496657,2658.22685520443,416.93816843857,424.909918277143,398.354588979286
"PHJJKLOP_01052",2740.96602568822,2475.71494059269,2819.29918872605,648.165886306249,508.261117598033,482.583793116697
"PHJJKLOP_01053",4792.35905629179,4173.26339806331,4752.16719098545,886.676366941413,814.486175972605,801.663837025479
"PHJJKLOP_01054",7494.05291810585,6365.55983528539,7409.32734199438,1555.78019620418,1490.35568350938,1324.87583449081
"PHJJKLOP_01055",3819.79546858447,3437.56031440094,3974.53983246056,824.772883417783,704.861229039696,750.135382729651
"PHJJKLOP_01056",6079.09995499246,5200.28515243762,6065.28005565506,1604.93884488471,1429.65426661265,1478.47026556491
"PHJJKLOP_01057",5493.48268781002,5200.28515243762,5322.85393558191,2942.23615806432,3042.31877521247,2808.30075912263
"PHJJKLOP_01058",0,0,0,0.910345345935743,0,0.990931813381309
"PHJJKLOP_01059",3.4651909300736,0.987520917667607,1.0667041955074,18.2069069187149,16.3078433453914,15.8549090141009
"PHJJKLOP_01060",654.921085783911,607.325364365578,615.488320807768,538.014099448024,515.509047973762,531.139451972382
"PHJJKLOP_01061",422.75329346898,358.470093113341,360.5460180815,475.200270578458,522.756978349492,487.538452183604
"PHJJKLOP_01062",1518.9086910156,1468.44360457173,1518.98677440253,1440.16633727035,1464.08193589736,1487.38865188534
"PHJJKLOP_01063",211.37664673449,194.541620780518,226.141289447568,283.117402586016,267.267432605026,273.497180493241
"PHJJKLOP_01064",99.3354733287767,88.8768825900846,113.070644723784,246.703588748586,224.685841647615,200.168226303024
"PHJJKLOP_01065",27.7215274405888,47.4010040480451,38.4013510382663,1524.82845444237,1839.16233284137,1562.69946970232
"PHJJKLOP_01066",278.370338049246,245.892708499234,259.209119508297,252.165660824201,258.207519635364,240.796430651658
"PHJJKLOP_01067",426.218484399053,389.083241561037,419.214748834407,588.08309347449,610.638134155212,644.105678697851
"PHJJKLOP_01068",72.7690095315457,92.826966260755,97.0700817911731,182.069069187149,166.702398641779,168.458408274823
"PHJJKLOP_01069",4137.43797050788,3594.57614031009,3835.8682870446,2123.83569206809,1984.12094035596,1974.92710406895
"PHJJKLOP_01070",3223.78262861181,3365.4712874112,3464.65522700802,1766.06997111534,1691.48575143588,1878.80671817096
"PHJJKLOP_01071",683.797676867858,720.890269897353,633.622292131393,860.276351909277,796.366350033281,831.391791426918
"PHJJKLOP_01072",678.022358651069,699.164809708665,681.623980929226,682.759009451807,689.459376991271,663.924314965477
"PHJJKLOP_01073",2336.69375051297,2528.05354922907,2257.14607769365,2592.663545225,2386.38107620894,2142.39458053039
"PHJJKLOP_01074",2477.61151500263,2214.02189741077,2391.55080632758,1745.13202815882,1775.74294205373,1711.33924170952
"PHJJKLOP_01075",6785.99890472747,6324.08395674335,6045.01267594041,3828.91252500573,3701.88043940385,3635.72882329602
"PHJJKLOP_01076",4340.72917173887,4898.10375163133,4681.76471408196,7877.21827838198,8930.35621419573,9993.5473379505
"PHJJKLOP_01077",1025.69651530179,958.882811055246,1117.90599689175,471.558889194715,472.927457016351,458.801429595546
"PHJJKLOP_01078",339.588711147213,364.395218619347,370.146355841067,1271.75244827223,1310.06341541311,1314.966516357
"PHJJKLOP_01079",62.3734367413249,79.0016734134085,84.2696314450843,398.731261519855,294.447171514012,397.363657165905
"PHJJKLOP_01080",846.661650581317,828.530049923122,844.829722841858,709.159024483944,660.467655488353,574.740451761159
"PHJJKLOP_01081",2671.66220708675,2642.60597567852,2815.03237194402,890.317748325156,910.521253451021,820.491541479724
"PHJJKLOP_01082",3753.95684091307,3521.49959240269,3838.00169543561,1357.32491079019,1423.31232753388,1257.49247118088
"PHJJKLOP_01083",251.803874252015,251.81783400524,253.87559853076,83.7517718260883,75.1972776481938,97.1113177113683
"PHJJKLOP_01084",11291.9021774665,10259.3548136488,9124.58768837027,1227.14552632138,1128.86515601987,1035.52374498347
"PHJJKLOP_01085",4092.39048841693,3686.41558565318,3496.65635287325,227.586336483936,192.976146253798,185.304249102305
"PHJJKLOP_01086",3183.35540109428,2832.2099918707,2668.89389715951,142.924219311912,132.274729357064,153.594431074103
"PHJJKLOP_01087",489.746984783736,491.785416998468,458.68280406818,1181.62825902459,1079.03563468673,1192.09097149771
"PHJJKLOP_01088",359.224793084297,357.482572195674,336.01182158483,227.586336483936,221.967867756717,199.177294489643
"PHJJKLOP_01089",363.845047657728,298.231317135617,349.878976126426,75.5586637126667,51.6415039270728,68.3742951233103
"PHJJKLOP_01090",19.6360819370838,20.7379392710197,11.7337461505814,29.1310510699438,21.7437911271886,22.7914317077701
"PHJJKLOP_01091",361.534920371013,385.133157890367,378.679989405126,765.60043593196,782.776480578788,671.851769472527
"PHJJKLOP_01092",316.487438280056,329.831986500981,313.611033479175,432.414039319478,437.59379643467,426.100679753963
"PHJJKLOP_01093",16.1708910070102,31.6006693653634,36.2679426472515,20.0275976105863,28.0857302059519,21.8004998943888
"PHJJKLOP_01094",39.2721638741675,47.4010040480451,41.6014636247885,40.0551952211727,60.7014168967347,61.4377724296412
"PHJJKLOP_01095",1310.99723521118,1073.43523750469,1172.30791086263,79.2000450964096,68.8553385694304,76.3017496303608
"PHJJKLOP_01096",764.652131902909,689.289600531989,747.759641050685,216.662192332707,194.788128847731,201.159158116406
"PHJJKLOP_01097",235.632983245005,214.292039133871,237.875035598149,63.724174215502,54.3594778179714,70.3561587500729
"PHJJKLOP_01098",122.436746195934,110.602342778772,98.1367859866805,49.1586486805301,55.2654691149376,50.5375224824468
"PHJJKLOP_01099",94.7152187553452,92.826966260755,81.0695188585621,47.3379579886586,42.5815909574109,46.5737952289215
"PHJJKLOP_01100",120.126618909218,133.315323885127,114.137348919291,87.3931532098313,74.2912863512276,62.4287042430225
"PHJJKLOP_01101",9.24050914686294,10.8627300943437,11.7337461505814,10.0137988052932,5.43594778179714,6.93652269366916
"PHJJKLOP_01102",66.9936913147563,70.1139851544001,74.6692936855177,95.586261323253,77.0092602421261,89.1838632043178
"PHJJKLOP_01103",3.4651909300736,11.8502510120113,16.0005629326109,7.28276276748594,9.0599129696619,6.93652269366916
"PHJJKLOP_01104",2.31012728671574,2.96256275300282,3.20011258652219,6.3724174215502,3.62396518786476,2.97279544014393
"PHJJKLOP_01105",19.6360819370838,25.6755438593578,32.0011258652219,31.862087107751,28.9917215029181,20.8095680810075
"PHJJKLOP_01106",0,4.93760458833803,5.33352097753698,11.8344894971647,9.0599129696619,11.8911817605757
"PHJJKLOP_01107",2101.06076726796,2208.09677190477,2136.60850360132,2124.74603741402,2384.56909361501,2150.32203503744
"PHJJKLOP_01108",2051.39303060357,2071.81888526664,1907.26710156722,2112.91154791686,2116.39566971302,2013.57344479082
"PHJJKLOP_01109",1880.44361138661,1967.14166799387,1913.66732674027,9259.12251351244,10365.4464285902,11093.4816508038
"PHJJKLOP_01110",1274.03519862373,1301.55256948591,1405.91612967875,8347.86682223076,6587.46272024117,6775.00080808801
"PHJJKLOP_01111",8617.92984309305,7956.45603364791,8070.68394320896,4523.50602395471,4513.64864148556,4401.71911503977
"PHJJKLOP_01112",3472.12131193375,3611.36399591044,3581.99268851384,2284.96681829871,2433.49262365119,2366.34517035457
"PHJJKLOP_01113",770.427450119698,772.241357616068,817.095413758666,2124.74603741402,1781.17888983553,1635.03749207916
"PHJJKLOP_01114",229.857665028216,249.842792169904,242.141852380179,522.538228567116,507.355126301066,508.348020264611
"PHJJKLOP_01115",1621.70935527445,1424.00516327669,1435.78384715296,2907.64303491876,2728.84578646216,2693.3526687704
"PHJJKLOP_01116",1414.95296311339,1278.83958837955,1321.64649823366,2000.02872502083,1605.41657822409,1599.36394679743
"PHJJKLOP_01117",109.731046118997,79.0016734134085,103.470306964217,145.655255349719,149.488563999421,172.422135528348
"PHJJKLOP_01118",6596.56846721678,6647.00329682066,6734.10358623819,6382.43122035549,6844.76424857956,6783.91919440844
"PHJJKLOP_01119",2653.18118879302,2564.59182318277,2631.55925031675,2023.69770401516,1733.16135109632,1757.91303693844
"PHJJKLOP_01120",8912.47107214931,8429.47855321069,8159.22039143607,7256.36275245381,6290.29757483626,6715.54489928513
"PHJJKLOP_01121",1064.96867917595,1030.97183804498,1093.37180039508,2876.69129315695,2888.30025472821,2876.67505424594
"PHJJKLOP_01122",1141.20287963757,1032.94687988032,1072.03771648493,1740.58030142914,1928.85547124102,1850.0696955829
"PHJJKLOP_01123",564.826121601997,489.810375163133,499.217563497461,393.269189444241,372.362423053104,374.572225458135
"PHJJKLOP_01124",853.592032441465,732.740520909364,823.49563893171,268.551877051044,279.951310762553,256.651339665759
"PHJJKLOP_01125",6284.70128351016,6683.54157077436,6886.64228619575,5525.79624982996,5968.67066441326,5906.94453956598
"PHJJKLOP_01126",2683.21284352033,2740.37054652761,2951.57050896897,96.4966066691887,98.7530513693147,98.1022495247496
"PHJJKLOP_01127",3576.07703983596,3292.3947395038,3800.66704859285,118.344894971647,107.812964338977,115.939022165613
"PHJJKLOP_01128",653.766022140553,680.401912272981,684.824093515748,136.551801890361,152.20653789032,141.703249313527
"PHJJKLOP_01129",911.345214609358,983.570833996936,931.232762677957,925.82121681665,905.99129696619,822.473405106486
"PHJJKLOP_01130",1308.68710792446,1117.87367879973,1076.30453326696,1267.20072154255,1191.37855551054,1244.61035760692
"PHJJKLOP_01131",8108.54677637223,7715.50092973701,7582.13342166657,5688.74806675246,5369.81041711861,5568.04585938957
"PHJJKLOP_01132",639.905258420259,620.163136295257,583.487194942546,1798.84240356903,1588.20274358173,1779.71353683283
"PHJJKLOP_01133",1902.38982061041,1766.67492170735,1822.99747012214,744.662492975438,874.281601572373,817.51874603958
"PHJJKLOP_01134",191.740564797406,198.491704451189,196.273571973361,1149.76617191684,1290.13160687985,1289.20228920908
"PHJJKLOP_01135",69.3038186014721,78.0141524957409,67.202364316966,128.35869377694,173.044337720542,165.485612834679
"PHJJKLOP_01136",1580.12706411356,1497.08171118409,1565.92175900486,1106.97994065786,1213.12234663773,1239.65569854002
"PHJJKLOP_01137",4624.8748280049,4095.24924556756,4364.95356801627,8727.48083148597,8071.47646467179,7440.90698668025
"PHJJKLOP_01138",580.997012609008,530.298732787505,537.618914535728,1161.60066141401,962.162757378094,1021.65069959613
"PHJJKLOP_01139",1639.03530992481,1464.49352090106,1409.11624226527,2666.40151824579,2467.01430163894,2422.8282837173
"PHJJKLOP_01140",406.58240246197,395.008367067043,425.614974007451,1937.21489615126,2159.8832519674,2173.11346674521
"PHJJKLOP_01141",766.962259189624,681.389433190649,702.958064839374,2199.39435578075,2010.39468796798,1836.19665019557
"PHJJKLOP_01142",2773.30780770224,2628.78068283117,2536.62257691659,3144.33282486206,2840.28271598901,3016.3964399327
"PHJJKLOP_01143",1778.79801077112,1871.35213898011,1698.19307924777,1810.67689306619,1918.88956697439,1909.52560438578
"PHJJKLOP_01144",7894.86000235103,7328.39273001131,7064.78188684549,4197.60239010971,3986.36170665124,3890.39829933502
"PHJJKLOP_01145",4175.55507073869,3918.48300130506,3733.46468427589,1983.64250879398,1917.98357567742,1961.05405868161
"PHJJKLOP_01146",2365.57034159691,2320.67415651888,2370.21672241743,1628.60782387904,1644.37420399363,1466.57908380434
"PHJJKLOP_01147",10192.2815889898,10961.4821861104,10049.4202258752,5789.79640015132,5622.58198897218,5254.91140636108
"PHJJKLOP_01148",1715.26951038643,1804.20071657872,1769.66226034677,779.255616120996,891.495436214731,873.010927588933
"PHJJKLOP_01149",395.031766028391,383.158116055031,324.278075434248,375.972627871462,406.790092337819,419.164157060294
"PHJJKLOP_01150",69.3038186014721,75.0515897427381,71.4691810989955,133.820765852554,136.804685841895,128.82113573957
"PHJJKLOP_01151",359.224793084297,316.006693653634,379.746693600633,459.72439969755,489.235300361743,460.783293222309
"PHJJKLOP_01152",318.797565566772,278.480898782265,341.345342562367,317.710525731574,313.472988750302,336.916816549645
"PHJJKLOP_01153",3.4651909300736,1.97504183533521,3.20011258652219,10.9241441512289,6.34193907876333,9.90931813381309
"PHJJKLOP_01154",26.566463797231,34.5632321183662,17.0672671281183,62.8138288695663,70.6673211633628,60.4468406162598
"PHJJKLOP_01155",5.77531821678934,7.90016734134085,8.53363356405917,19.1172522646506,22.6497824241548,18.8277044542449
"PHJJKLOP_01156",10.3955727902208,15.8003346826817,19.2006755191331,59.1724474858233,62.5133994906671,72.3380223768356
"PHJJKLOP_01157",1356.04471730214,1329.2031551806,1212.84267029191,1952.69076703217,2053.88227022235,1968.98151318866
"PHJJKLOP_01158",1776.4878834844,1773.58756813102,1579.78891354645,2060.11151785259,1981.40296646506,2038.34674012535
"PHJJKLOP_01159",8978.30969982071,8313.93860584358,8231.75627673058,7404.74904384133,7606.70292932813,7404.24250958514
"PHJJKLOP_01160",0,1.97504183533521,2.13340839101479,0,2.71797389089857,0.990931813381309
"PHJJKLOP_01161",259.88931975552,232.067415651888,238.941739793657,267.641531705108,265.455450011094,295.29768038763
"PHJJKLOP_01162",70.45888224483,59.2512550600564,60.8021391439216,83.7517718260883,86.069173211788,102.065976778275
"PHJJKLOP_01163",33.4968456573782,25.6755438593578,26.6676048876849,43.6965766049157,60.7014168967347,51.5284542958281
"PHJJKLOP_01164",139.762700846302,156.028304991482,107.737123746247,109.241441512289,121.402833793469,106.0297040318
"PHJJKLOP_01165",2289.33614113529,2383.8754952496,2207.0109805048,13377.5248585257,14634.4774198949,14073.2136136413
"PHJJKLOP_01166",276.06021076253,260.705522264248,241.075148184672,90.1241892476385,108.718955635943,105.038772218419
"PHJJKLOP_01167",2375.96591438713,2334.49944936622,2116.34112388667,1265.38003085068,1128.86515601987,1039.48747223699
"PHJJKLOP_01168",139.762700846302,131.340282049792,133.338024438425,98.3172973610602,97.8470600723485,79.2745450705047
"PHJJKLOP_01169",35.8069729440939,32.588190283031,36.2679426472515,5.46207207561446,19.02581723629,10.9002499471944
"PHJJKLOP_01170",23.1012728671574,41.4758785420395,35.2012384517441,16.3862162268434,24.4617650180871,17.8367726408636
"PHJJKLOP_01171",149.003209993165,142.203012144135,166.405854499154,106.510405474482,128.650764169199,118.911817605757
"PHJJKLOP_01172",445.854566336137,414.758785420395,465.083029241225,313.158799001896,374.174405647036,381.508748151804
"PHJJKLOP_01173",118.97155526586,132.327802967459,131.20461604741,247.613934094522,202.03605922346,276.469975933385
"PHJJKLOP_01174",25.4114001538731,24.6880229416902,29.8677174742071,29.1310510699438,45.2995648483095,42.6100679753963
"PHJJKLOP_01175",956.392696700315,939.132392701894,930.16605848245,485.214069383751,510.073100191965,532.130383785763
"PHJJKLOP_01176",3222.62756496845,3069.21501211092,3015.57276069941,1237.15932512667,1337.2431543221,1376.40428878664
"PHJJKLOP_01177",3601.48843998983,3408.92220778858,4053.47594292811,892.138439017028,984.812539802248,775.899609877565
"PHJJKLOP_01178",2.31012728671574,0.987520917667607,3.20011258652219,1.82069069187149,0.90599129696619,0.990931813381309
"PHJJKLOP_01179",293.386165412898,273.543294193927,304.010695719608,145.655255349719,128.650764169199,119.902749419138
"PHJJKLOP_01180",307.246929133193,331.807028336316,333.878413193815,346.841576801518,311.661006156369,302.234203081299
"PHJJKLOP_01181",889.399005385558,1034.92192171565,964.300592738686,471.558889194715,532.72288261612,492.493111250511
"PHJJKLOP_01182",1106.55097033684,1139.59913898842,1098.70532137262,578.069294669197,518.227021864661,513.302679331518
"PHJJKLOP_01183",411.202657035401,372.295385960688,379.746693600633,126.538003085068,140.428651029759,131.793931179714
"PHJJKLOP_01184",102.80066425885,122.452593790783,133.338024438425,3647.75380116452,3333.14198153861,3721.9398910602
"PHJJKLOP_01185",274.905147119173,268.605689605589,282.67661180946,4965.93386207948,4944.90049884146,4917.99458981144
